concept_id,part_of_speech,lemmas,arabizi,english_lemmas,gloss,english_gloss
38359,1,عبار,3bar,criterion | measure | standard | touchstone,NO_GLOSS,a basis for comparison; a reference point against which other things can be evaluated
38524,1,معجزة,mo3jiza,miracle,NO_GLOSS,any amazing or wonderful occurrence
38558,1,جزاء,jaza2,payoff | reward | wages,NO_GLOSS,a recompense for worthy acts or retribution for wrongdoing
38584,1,كسيدة,ksida,accident,NO_GLOSS,a mishap; especially one causing injury or death
38628,1,إنفجار,nfijar,blowup | detonation | explosion,NO_GLOSS,a violent release of energy caused by a chemical or nuclear reaction
38633,1,إقتراح,9tira7,motion | movement,NO_GLOSS,a natural event that involves a change in the position or location of something
38655,1,كارثة,karita,calamity | cataclysm | catastrophe | disaster | tragedy,NO_GLOSS,an event resulting in great loss and misfortune
38676,1,نجاح,naja7,success,NO_GLOSS,an event that accomplishes its intended purpose
38711,1,بداية,bidaya,start,NO_GLOSS,the beginning of anything
38868,1,وفاة,wafat,death | decease | expiry,NO_GLOSS,the event of dying or departure from life
39040,1,تهجاج,t8jaj,noise,NO_GLOSS,sound of any kind (especially unintelligible or dissonant sound)
39146,1,تيار,tayyar,flow | flowing,NO_GLOSS,the motion characteristic of fluids (liquids or gases)
39270,1,زلزال,zlzal,earthquake | quake | seism | temblor,NO_GLOSS,shaking and vibration at the surface of the earth resulting from underground movement along a fault plane of from volcanic activity
39390,1,جنازة,janaza,funeral,NO_GLOSS,a ceremony at which a dead person is buried or cremated
39522,1,نتصار,ntiSar,triumph | victory,NO_GLOSS,a successful ending of a struggle or contest
39563,1,شغف,chaghaf,passion | passionateness,NO_GLOSS,strong feeling or emotion
39590,1,شهية,cha8ia,appetence | appetency | appetite,NO_GLOSS,a feeling of craving something
39624,1,نشاط,nachaT,amusement,NO_GLOSS,a feeling of delight at being entertained
39698,1,شكر,chokr,gratitude,NO_GLOSS,a feeling of thankfulness and appreciation
39711,1,عار,3ar,shame,NO_GLOSS,a painful emotion resulting from an awareness of inadequacy or guilt
39732,1,مفاجأة,mofaja2a,surprise,NO_GLOSS,the astonishment you feel when something totally unexpected happens to you
39741,1,أمل,amal,hope,NO_GLOSS,a specific instance of feeling hopeful
39768,1,غضب,ghaDab,anger | choler | ire,NO_GLOSS,a strong emotion; a feeling that is oriented toward some real or supposed grievance
39771,1,غضب,ghaDab,fury | madness | rage,NO_GLOSS,a feeling of intense anger
39788,1,رعب,ro3b,horror,NO_GLOSS,intense and profound fear
39790,1,خلعة,khl3a,affright | panic | terror,NO_GLOSS,an overwhelming feeling of fear and anxiety
39866,1,فقسة,f9sa,brokenheartedness | grief | heartache | heartbreak,NO_GLOSS,intense sorrow caused by loss of a loved one (especially by death)
39871,1,الندم,nnadam,compunction | remorse | self-reproach,NO_GLOSS,a feeling of deep regret (usually for some misdeed)
39890,1,ملل,malal,boredom | ennui | tedium,NO_GLOSS,the feeling of being bored by something tedious
40072,1,وجبة,wjba,meal | repast,NO_GLOSS,the food served and eaten at one time
40079,1,غدا,ghda,dejeuner | lunch | luncheon | tiffin,NO_GLOSS,a midday meal
40083,1,عشا,3cha,dinner,NO_GLOSS,the main meal of the day served in the evening or at midday
40321,1,سمن و عسل,smen o 3sel,afters | dessert | sweet,NO_GLOSS,a dish served as the last course of a meal
40602,1,لحم,l7em,meat,NO_GLOSS,the flesh of animals (including fishes and birds and snails) used as food
41676,1,ملحة,ml7a,common salt | salt | table salt,NO_GLOSS,white crystalline form of especially sodium chloride used to season and preserve food
41915,1,زبدة,zbda,butter,NO_GLOSS,an edible emulsion of fat globules made by churning milk or cream; for cooking and table use
41993,1,سكر,skar,refined sugar | sugar,NO_GLOSS,a white crystalline carbohydrate used as a sweetener and preservative
42172,1,مشروب,mchroub,drink,NO_GLOSS,a single serving of a beverage
42181,1,بيرّة,birra,beer,NO_GLOSS,a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops
42213,1,ڤان,vin,vino | wine,NO_GLOSS,fermented juice (of grapes especially)
42598,1,مجموعة,mjmo3a,accumulation | aggregation | assemblage | collection,NO_GLOSS,several things grouped together or considered as a whole
42675,1,مجتمع,mojtama3,society,NO_GLOSS,an extended social group having a distinctive cultural and economic organization
42868,1,باكية,bakia,bundle | package | packet | parcel,NO_GLOSS,a collection of things wrapped or boxed together
42928,1,شركة,charika,company,NO_GLOSS,an institution created to conduct business
42938,1,غرض,gharad,business | business concern | business organisation | business organization | concern,NO_GLOSS,a commercial or industrial enterprise and the people who constitute it
43062,1,كنيسة,kanisa,christian church | church,NO_GLOSS,one of the groups of Christians who have their own beliefs and forms of worship
43403,1,مؤتمر,mo2tamar,congress | u.s. congress | united states congress | us congress,NO_GLOSS,the legislature of the United States government
43474,1,دولة,dawla,state,NO_GLOSS,the group of people comprising the government of a sovereign state
43479,1,جمهور,jm8or,populace | public | world,NO_GLOSS,people in general considered as a whole
43480,1,صوكّان,sokkan,population,NO_GLOSS,the people who inhabit a territory or state
43495,1,جماعة,jma3a,crowd,NO_GLOSS,a large number of things or people considered together
43594,1,قانون,9anoun,constabulary | law | police | police force,NO_GLOSS,the force of policemen and officers
43661,1,ڤول,vol,flight,NO_GLOSS,a formation of aircraft in flight
43667,1,جمهور,jmhor,audience,NO_GLOSS,a gathering of spectators or listeners at a (usually public) performance
43678,1,كنيسة,kanisa,parish,NO_GLOSS,a local church community
43881,1,حزب,7izb,party | political party,NO_GLOSS,an organization to gain political power
44041,1,جامعة,jami3a,university,NO_GLOSS,the body of faculty and students at a university
44226,1,كوميسيون,commission,commission | committee,NO_GLOSS,a special group delegated to consider some matter
44253,1,محكمة,me7kama,court | judicature | tribunal,NO_GLOSS,an assembly (including one or more judges) to conduct judicial business
44468,1,سنسلة,snsla,chain | concatenation,NO_GLOSS,a series of things depending on each other as if linked together
44546,1,رجل,rjel,foot | infantry,NO_GLOSS,an army unit consisting of soldiers who fight on foot
44572,1,عود,3awd,cavalry | horse | horse cavalry,NO_GLOSS,troops trained to fight on horseback
44771,1,صف,Sf,row,NO_GLOSS,an arrangement of objects or people side by side in a line
44795,1,مخطط,mokhTaT,scheme | system,NO_GLOSS,a group of independent but interrelated elements comprising a unified whole
45065,1,تيران,tiran,battlefield | battleground | field | field of battle | field of honor,NO_GLOSS,a region where a battle is being (or has been) fought
45068,1,جدر,jdr,beginning | origin | root | rootage | source,NO_GLOSS,"the place where something begins, where it springs into being"
45084,1,تحت,te7t,bottom | underside | undersurface,NO_GLOSS,the lower side of anything
45091,1,حدود,7odoud,border | borderline | boundary line | delimitation | mete,NO_GLOSS,a line that indicates a boundary
45142,1,مركز,merkez,center | centre | eye | heart | middle,NO_GLOSS,an area that is approximately central within some larger region
45222,1,منطقة,mnTa9a,district | dominion | territorial dominion | territory,NO_GLOSS,a region marked off for administrative or other purposes
45264,1,دار,Dar,home | place,NO_GLOSS,where you live at a particular time
45280,1,حدود,7odoud,border | edge,NO_GLOSS,the boundary of a surface
45669,1,دولة,dawla,province | state,NO_GLOSS,the territory occupied by one of the constituent administrative districts of a nation
45705,1,لفوق,lfo9,top,NO_GLOSS,the upper part of anything
45756,1,إتجاه,ittijah,direction | way,NO_GLOSS,a line leading to a place or point
45832,1,سبب,sabab,ground | reason,NO_GLOSS,a rational motive for a belief or action
45862,1,ضمير,Damir,conscience | moral sense | scruples | sense of right and wrong,NO_GLOSS,motivation deriving logically from ethical or moral principles that govern a person's thoughts and actions
45926,1,پلاج,plage,beach,NO_GLOSS,an area of sand sloping down to the water of a sea or lake
45954,1,ماء,ma,body of water | water,NO_GLOSS,the part of the earth's surface covered with water (such as a river or lake or ocean)
46024,1,قارّة,9aarra,continent,NO_GLOSS,one of the large landmasses of the earth
46215,1,جزيرة,jazira,island,NO_GLOSS,a land mass (smaller than a continent) that is surrounded by water
46400,1,پيسين,piscine,pond | pool,NO_GLOSS,a small lake
46423,1,سنسلة,snsla,chain | chain of mountains | mountain chain | mountain range | range | range of mountains,NO_GLOSS,a series of hills or mountains
46449,1,واد,wad,river,NO_GLOSS,a large natural stream of water (larger than a creek)
46454,1,حجرة,7jra,rock | stone,NO_GLOSS,a lump or mass of hard consolidated mineral matter
46478,1,پلاج,plage,coast | sea-coast | seacoast | seashore,NO_GLOSS,the shore of a sea or ocean
46504,1,سما,sma,sky,NO_GLOSS,the atmosphere and outer space as viewed from the earth
46544,1,صوت,SoT,sound | strait,NO_GLOSS,a narrow channel of the sea joining two larger bodies of water
46641,1,شلّال,chllal,falls | waterfall,NO_GLOSS,a steep descent of the water of a river
46771,1,ملك,malak,angel,NO_GLOSS,spiritual being attendant upon God
46793,1,جنّ,jnn,daemon | daimon | demon | devil | fiend,NO_GLOSS,one of the evil spirits of traditional Jewish and Christian belief
46879,1,بالغ,baligh,adult | grownup,NO_GLOSS,a fully developed person from maturity onward
46922,1,مهندس,mo8ndis,applied scientist | engineer | technologist,NO_GLOSS,a person who uses scientific knowledge to solve practical problems
46932,1,إكسبير,ikspir,expert,NO_GLOSS,a person with special knowledge or ability who performs skillfully
46947,1,رئيس,ra2is,leader,NO_GLOSS,a person who rules or guides or inspires others
46976,1,خدّام,kheddam,worker,NO_GLOSS,a person who works at a specific occupation
47773,1,نجمة,njma,ace | adept | champion | genius | hotshot | maven | mavin | sensation | star | superstar | virtuoso | whiz | whizz | wiz | wizard,NO_GLOSS,someone who is dazzlingly skilled in any field
47806,1,مراهق,mora8i9,adolescent | stripling | teen | teenager,NO_GLOSS,a juvenile between the onset of puberty and maturity
48029,1,فنان,fennan,artist | creative person,NO_GLOSS,a person whose creative work shows sensitivity and imagination
48047,1,سكرتيرة,sikritira,assistant | help | helper | supporter,NO_GLOSS,a person who contributes to the fulfillment of a need or furtherance of an effort or purpose
48523,1,قبطان,9obTan,captain | headwaiter | maitre d' | maitre d'hotel,NO_GLOSS,a dining-room attendant who is in charge of the waiters and the seating of customers
48675,1,بزقول,bz9oul,child | fry | kid | minor | nestling | nipper | shaver | small fry | tiddler | tike | tyke | youngster,NO_GLOSS,a young person of either sex
49046,1,وزير,wzir,curate | minister | minister of religion | parson | pastor | rector,NO_GLOSS,a person authorized to conduct religious worship
49072,1,أب,ab,dad | dada | daddy | pa | papa | pappa | pop,NO_GLOSS,an informal term for a father; probably derived from baby talk
49438,1,موضّف,mowDDaf,employee,NO_GLOSS,a worker who is hired to perform a job
49598,1,والد,walid,begetter | father | male parent,NO_GLOSS,a male parent (also used as a term of address to your father)
49641,1,مدير,modir,director | film director,NO_GLOSS,the person who directs the making of a film
49794,1,لعمالة,l3amala,friend,NO_GLOSS,a person you know well and regard with affection and trust
49873,1,جنيرال,jiniral,full general | general,NO_GLOSS,a general officer of the highest rank
49975,1,حفيد,7fid,grandchild | grandkid,[eng] child's child,child's child
49982,1,جدّ,jdd,gramps | grandad | granddad | granddaddy | grandfather | grandpa,[eng] parent's father,the father of your father or mother
49984,1,حنّة,7enna,gran | grandma | grandmother | grannie | granny,NO_GLOSS,the mother of your father or mother
50130,1,رئيس,ra2is,headmaster | master | schoolmaster,NO_GLOSS,presiding officer of a school
50270,1,رهينة,ra8ina,hostage | surety,NO_GLOSS,a prisoner who is held by one party to insure that another party will meet specified terms
50312,1,مول دار,moul dar,hubby | husband | married man,NO_GLOSS,a married man; a woman's partner in marriage
50347,1,مهاجر,mo8ajir,immigrant,NO_GLOSS,a person who comes to a country where they were not born in order to settle there
50492,1,قاضي,9aDi,judge | jurist | justice | magistrate,NO_GLOSS,a public official authorized to decide questions brought before a court of justice
50530,1,ملك,malik,king | male monarch | rex,NO_GLOSS,a male sovereign; ruler of a kingdom
50539,1,علاقة,3ala9a,relation | relative,NO_GLOSS,a person related by blood or marriage
50843,1,ولد,wld,boy | male child,NO_GLOSS,a youthful male person
50949,1,عمدة,3omda,city manager | mayor,NO_GLOSS,the head of a city government
51080,1,بطل,baTal,hero,NO_GLOSS,a man distinguished by exceptional courage and nobility and strength
51131,1,والدة,walida,female parent | mother,NO_GLOSS,a woman who has given birth to a child (also used as a term of address to your mother)
51180,1,لاعب,la3ib,instrumentalist | musician | player,NO_GLOSS,someone who plays a musical instrument (as a profession)
51489,1,صبّاغ,Sbbagh,painter,NO_GLOSS,an artist who paints
51562,1,مريض,mriD,patient,NO_GLOSS,a person who requires medical care
51649,1,فرعون,fir3awn,pharaoh | pharaoh of egypt,NO_GLOSS,the title of the ancient Egyptian kings
51759,1,شاعر,chaa3ir,poet,NO_GLOSS,a writer of poems (the term is usually reserved for writers of good poetry)
51771,1,ضابط,DabiT,officer | police officer | policeman,NO_GLOSS,a member of a police force
51879,1,كرسي,korsi,chair | chairman | chairperson | chairwoman | president,NO_GLOSS,the officer who presides at the meetings of an organization
51917,1,حبّاس,7bbas,captive | prisoner,NO_GLOSS,a person who is confined; especially a prisoner of war
51942,1,پروفسور,professor,prof | professor,NO_GLOSS,someone who is a member of the faculty at a college or university
52252,1,مسابقة,moSaba9a,challenger | competition | competitor | contender | rival,NO_GLOSS,the contestant you hope to defeat
52644,1,مغنّي,moghnni,singer | vocaliser | vocalist | vocalizer,NO_GLOSS,a person who sings
52781,1,ولد,wld,boy | son,NO_GLOSS,a male human offspring
52872,1,شريك,chrik,better half | married person | mate | partner | spouse,NO_GLOSS,a person's partner in marriage
53021,1,طالب,Talib,educatee | pupil | student,NO_GLOSS,a learner who is enrolled in an educational institution
53632,1,سرباي,srbay,server | waiter,NO_GLOSS,a person whose occupation is to serve at table (as in a restaurant)
53749,1,أرملة,armala,widow | widow woman,NO_GLOSS,a woman whose husband is dead especially one who has not remarried
53751,1,مولات دار,moulat dar,married woman | wife,NO_GLOSS,a married woman; a man's partner in marriage
53828,1,مؤلّف,mo2allif,author | writer,NO_GLOSS,writes (books or stories or articles or the like) professionally (for pay)
53880,1,نتيجة,natija,consequence | effect | event | issue | outcome | result | upshot,NO_GLOSS,a phenomenon that follows and is caused by some previous phenomenon
53975,1,هوا,8wa,air | breeze | gentle wind | zephyr,NO_GLOSS,a slight wind (usually refreshing)
54098,1,حملة,7amla,alluvion | deluge | flood | inundation,NO_GLOSS,the rising of a body of water and its overflowing onto normally dry land
54262,1,قمر,9amar,moon | moonlight | moonshine,NO_GLOSS,the light of the moon
54265,1,شمس,chmch,sun | sunlight | sunshine,NO_GLOSS,the rays of the sun
54382,1,دخان,dkhan,fume | smoke,NO_GLOSS,a cloud of fine particles suspended in a gas
55817,1,صبّار,Sbbar,cactus,NO_GLOSS,any succulent plant of the family Cactaceae native chiefly to arid regions of the New World and usually having spines
61867,1,شجرة,chjra,tree,NO_GLOSS,a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms
61887,1,عشبة,3shba,bush | shrub,NO_GLOSS,a low woody perennial plant usually having several major branches
62617,1,ربح,rbe7,earnings | lucre | net | net income | net profit | profit | profits,NO_GLOSS,the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses)
62655,1,كاضو,kaDo,gift,NO_GLOSS,something acquired without compensation
62733,1,شهرية,ch8ria,earnings | pay | remuneration | salary | wage,NO_GLOSS,something that remunerates
62880,1,ضرر,Darar,damage | price | terms,NO_GLOSS,the amount of money needed to purchase something
62915,1,ضريبة,Dariba,revenue enhancement | tax | taxation,NO_GLOSS,charge against a citizen's person or property or activity for the support of government
63015,1,نقطة,no9ta,charge per unit | rate,NO_GLOSS,amount of a charge or payment relative to some basis
63048,1,كمية,kimmiya,amount | amount of money | sum | sum of money,NO_GLOSS,a quantity of money
63228,1,دعم,da3m,bread and butter | keep | livelihood | living | support | sustenance,NO_GLOSS,the financial means whereby one lives
63338,1,تقاعد,ta9a3od,pension,NO_GLOSS,a regular payment to a person that is intended to allow them to subsist without working
63351,1,فلوس كاش,flous cash,cash | hard cash | hard currency,NO_GLOSS,money in the form of bills or coins
63400,1,فاكتورة,factoura,bank bill | bank note | banker's bill | banknote | bill | federal reserve note | government note | greenback | note,NO_GLOSS,a piece of paper money (especially one issued by a central bank)
63553,1,ميزانية,mizania,budget,NO_GLOSS,a sum of money allocated for a particular purpose
63756,1,طلب,Talab,demand,NO_GLOSS,the ability and desire to purchase goods and services
63854,1,عافية,3afia,fire | flame | flaming,NO_GLOSS,the process of combustion of inflammable materials producing heat and light and (often) smoke
64741,1,سدّ,sdd,dam | decameter | decametre | dekameter | dekametre | dkm,NO_GLOSS,a metric unit of length equal to ten meters
65299,1,نص,nSS,half | one-half,NO_GLOSS,one of two equal parts of a divisible whole
65304,1,الرابع,rrab3,fourth | fourth part | one-fourth | quarter | quartern | twenty-five percent,NO_GLOSS,one of four equal parts
65510,1,عاشقة,3ach9a,spoon | spoonful,NO_GLOSS,as much as a spoon will hold
65566,1,حجم,7ajm,volume,NO_GLOSS,the amount of 3-dimensional space occupied by an object
65751,1,نسبة,nisba,proportion,NO_GLOSS,the quotient obtained when the magnitude of a part is divided by the magnitude of the whole
65911,1,لوّل,lwwl,first | number one,NO_GLOSS,the first or highest in an ordering or series
66064,1,دائرة,da2ira,circle,NO_GLOSS,ellipse in which the two axes are of equal length; a plane curve generated by one point moving at a constant distance from a fixed point
66276,1,نقطة,n9Ta,dot | point,NO_GLOSS,a very small circular shape
66345,1,سكات,skat,silence,NO_GLOSS,the state of being silent (as when no one is speaking)
66371,1,صداقة,SaDaa9a,friendly relationship | friendship,NO_GLOSS,the state of being friends
66432,1,ظرف,Darf,circumstance,NO_GLOSS,a condition that accompanies or influences some event or activity
66489,1,وجود,wojoud,being | beingness | existence,NO_GLOSS,the state or fact of existing
66561,1,بطالة,biTala,unemployment,NO_GLOSS,the state of being unemployed or not having a job
66571,1,سلام,salam,peace,NO_GLOSS,the state prevailing during the absence of war
66641,1,مغلوق,mghlou9,dark | darkness,NO_GLOSS,absence of light or illumination
66659,1,لفرحة,lfer7a,felicity | happiness,NO_GLOSS,state of well-being characterized by emotions ranging from contentment to intense joy
66675,1,تأنيب الضمير,ta2nib damir,guilt | guiltiness,NO_GLOSS,the state of having committed an offense
66848,1,أرق,ara9,insomnia,NO_GLOSS,an inability to sleep; chronic sleeplessness
66927,1,لهيمري,l8imri,hunger | hungriness,NO_GLOSS,a physiological need for food; the consequence of food deprivation
67092,1,مرض,marad,disease,NO_GLOSS,an impairment of health or a condition of abnormal functioning
67342,1,سكّار,skkar,diabetes,NO_GLOSS,any of several metabolic disorders marked by excessive urination and persistent thirst
67358,1,الرواح,rrwa7,flu | grippe | influenza,NO_GLOSS,an acute febrile highly contagious viral disease
67463,1,لبرد,lberd,cold | common cold,NO_GLOSS,a mild viral infection involving the nose and respiratory passages (but not the lungs)
67961,1,كونصير,konSir,cancer | malignant neoplastic disease,NO_GLOSS,any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream
68416,1,ألم,2alam,hurting | pain,NO_GLOSS,a symptom of some physical hurt or disorder
68956,1,وحدة,wa7da,loneliness | solitariness,NO_GLOSS,the state of being alone in solitary isolation
69135,1,معاناة,mo3anat,suffering | woe,NO_GLOSS,misery resulting from affliction
69144,1,ضرورة,Daroura,necessity,NO_GLOSS,the condition of being essential or indispensable
69306,1,فرصة,forSa,chance | opportunity,NO_GLOSS,a possibility due to a favorable combination of circumstances
69347,1,ثروة,tarwa,wealth | wealthiness,NO_GLOSS,the state of being rich and affluent; having a plentiful supply of material goods and money
69495,1,لجو,ljow,climate | clime,NO_GLOSS,the weather in some location averaged over some long period of time
69594,1,سلامة,salama,safety,NO_GLOSS,the state of being certain that adverse effects will not be caused by some agent under defined conditions
69599,1,أمن,amn,security,NO_GLOSS,the state of being free from danger or injury
69608,1,خطر,khaTar,danger,NO_GLOSS,the condition of being susceptible to harm or injury
69613,1,خطر,khaTar,endangerment | hazard | jeopardy | peril | risk,NO_GLOSS,a source of danger; a possibility of incurring loss or misfortune
69838,1,ماتريال,materiel,material | stuff,NO_GLOSS,the tangible substance that goes into the makeup of a physical object
70135,1,ف,f,atomic number 49 | in | indium,NO_GLOSS,a rare soft silvery metallic element; occurs in small quantities in sphalerite
70161,1,لا,lla,atomic number 102 | no | nobelium,NO_GLOSS,a radioactive transuranic element synthesized by bombarding curium with carbon ions; 7 isotopes are known
70739,1,جلد,jld,leather,NO_GLOSS,an animal skin made smooth and flexible by removing the hair and then tanning
70955,1,سكر,skar,carbohydrate | saccharide | sugar,NO_GLOSS,an essential structural component of living cells and source of energy for animals; includes simple sugars with small molecules as well as macromolecular substances; are classified according to the number of monosaccharide groups they contain
71009,1,حديد,7did,steel,NO_GLOSS,an alloy of iron with small amounts of carbon; widely used in construction; mechanical properties can be varied over a wide range
71414,1,مازوط,mazoT,fuel,NO_GLOSS,a substance that can be consumed to produce energy
71650,1,تلج,telj,ice | water ice,NO_GLOSS,water frozen in the solid state
72252,1,رملة,rmla,sand,NO_GLOSS,a loose material consisting of grains of rock or coral
72461,1,بخار,bokhar,steam,NO_GLOSS,water at boiling temperature diffused in the atmosphere
72819,1,حاضر,7aDir,nowadays | present,NO_GLOSS,the period of time that is happening now; any continuous stretch of time including the moment of speech
72826,1,اللي فات,lli fat,past | past times | yesteryear | yore,NO_GLOSS,the time that has elapsed
72829,1,تاريخ,tarikh,history,NO_GLOSS,the aggregate of past events
72830,1,مستقبل,mosta9bal,future | futurity | hereafter | time to come,NO_GLOSS,the time yet to come
72913,1,ولادة,wlada,birth,NO_GLOSS,the time when something begins (especially life)
72921,1,لاخرة,lakhra,afterlife | hereafter,NO_GLOSS,life after death
72987,1,عمر,3mr,age | eld | geezerhood | old age | years,NO_GLOSS,a late time of life
73041,1,وسط نهار,wst nhar,high noon | midday | noon | noonday | noontide | twelve noon,NO_GLOSS,the middle of the day
73046,1,عشية,3chia,afternoon,NO_GLOSS,the part of the day between noon and evening
73051,1,مغلوق,mghlou9,dark | night | nighttime,NO_GLOSS,the time after sunset and before sunrise while it is dark outside
73067,1,طيحة,Ti7a,crepuscle | crepuscule | dusk | evenfall | fall | gloam | gloaming | nightfall | twilight,NO_GLOSS,the time of day immediately following sunset
73255,1,عشر سنين,3chr snin,decade | decennary | decennium,NO_GLOSS,a period of 10 years
73256,1,قرن,9arn,century,NO_GLOSS,a period of 100 years
73372,1,حياة,7ayat,life | life sentence,NO_GLOSS,a prison term lasting as long as the prisoner lives
73431,1,الصيف,SSif,summer | summertime,NO_GLOSS,the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox
74004,2,فعلي,fi3li,actual | existent,NO_GLOSS,presently existing in fact and not merely potential or possible
74048,2,مناسب,monasib,adequate,NO_GLOSS,(sometimes followed by `to') meeting the requirements especially of a task
74061,2,كايتلصّق,kaytlSS9,gluey | glutinous | gummy | mucilaginous | pasty | sticky | viscid | viscous,NO_GLOSS,having the sticky properties of an adhesive
74215,2,خايف,khayf,afraid,NO_GLOSS,filled with fear or apprehension
74218,2,مشوكي,mchoki,aghast | appalled | dismayed | shocked,NO_GLOSS,"struck with fear, dread, or consternation"
74306,2,حيّ,7yy,alive | live,NO_GLOSS,possessing life
74310,2,ميّت,myyet,dead,NO_GLOSS,no longer having or seeming to have or expecting to have life
74535,2,مرّ,morr,acrimonious | bitter,NO_GLOSS,marked by strong resentment or cynicism
74753,2,زيزون,zizoun,mute | tongueless | unspoken | wordless,NO_GLOSS,expressed without speech; especially because words would be inappropriate or inadequate
74864,2,حاملة,7amla,pregnant,NO_GLOSS,carrying developing offspring within the body or being about to produce new life
74910,2,أتوماتيك,automatic,automatic,NO_GLOSS,operating with minimal human intervention; independent of external control
74970,2,كايخلع,kaykhle3,awful | dire | direful | dread | dreaded | dreadful | fearful | fearsome | frightening | horrendous | horrific | terrible,NO_GLOSS,causing fear or dread or terror
75026,2,قدّامي,9ddami,forward,NO_GLOSS,at or near or directed toward the front
75320,2,دموي,damawi,bloody,NO_GLOSS,having or covered with or accompanied by blood
75334,2,زاعم,za3m,bold,NO_GLOSS,fearless and daring
75420,2,زاعم,za3em,brave | courageous,NO_GLOSS,possessing or displaying courage; able to face and deal with danger or fear without flinching
75476,2,مضلّم,mDllem,dark,NO_GLOSS,devoid of or deficient in light or brightness; shadowed or black
75667,2,عميق,3ami9,thorough,NO_GLOSS,painstakingly careful and accurate
75838,2,حشمان,7chman,diffident | shy | timid | unsure,NO_GLOSS,lacking self-confidence
75963,2,زاهي,za8i,cheerful,NO_GLOSS,being full of or promoting cheer; having or showing good spirits
76242,2,ملوّن,mlwwen,colorful | colourful,NO_GLOSS,having striking color
76298,2,همجي,8amaji,barbarian | barbaric | savage | uncivilised | uncivilized | wild,NO_GLOSS,without civilizing influences
76327,2,نقي,n9i,clean,NO_GLOSS,free from dirt or impurities; or having clean habits
76443,2,مجلّج,mjllj,stupid,NO_GLOSS,lacking or marked by lack of intellectual acuity
76459,2,بعيد,b3id,distant | remote,NO_GLOSS,apart in space
76469,2,النواحي,nnawa7i,nearby,NO_GLOSS,close at hand
76482,2,ملاسق,mlas9,adjacent | next | side by side,NO_GLOSS,nearest in space or position; immediately adjoining without intervening space
76723,2,نادر,naadir,rare,NO_GLOSS,not widely known; especially valued for its uncommonness
76727,2,مألوف,m2louf,usual,NO_GLOSS,occurring or encountered or experienced or observed frequently or in accordance with regular practice or procedure
76821,2,بوحدو,bo7do,alone | unequaled | unequalled | unique | unparalleled,NO_GLOSS,radically distinctive and without equal
76876,2,كولّشي,kollchi,whole,NO_GLOSS,including all components without exception; being one unit or constituting the full amount or extent or duration; complete
76877,2,كولّو,kollo,entire | full | total,NO_GLOSS,constituting the full quantity or extent; complete
76887,2,نصّ,neSS,half,NO_GLOSS,consisting of one of two equivalent parts in value or quantity
76929,2,جزء,joz2i,partial,NO_GLOSS,being or affecting only a part; not total
77279,2,راضي,raDi,satisfied,NO_GLOSS,filled with satisfaction
77304,2,متابر,motaabir,persistent | relentless | unrelenting,NO_GLOSS,never-ceasing
77312,2,متّاصل,mttaSel,continuous | uninterrupted,NO_GLOSS,continuing in time or space without interruption
77367,2,مناسب,monaasib,convenient,NO_GLOSS,suited to your comfort or purpose or needs
77388,2,عجيب,3ajib,bizarre | eccentric | flakey | flaky | freakish | freaky | gonzo | off-the-wall | outlandish | outre,NO_GLOSS,conspicuously or grossly unconventional or unusual
77398,2,تقليدي,t9lidi,traditional,NO_GLOSS,consisting of or derived from tradition
77529,2,صحيح,S7i7,correct | right,NO_GLOSS,free from error; especially conforming to fact or truth
77533,2,غالط,ghaleT,incorrect | wrong,NO_GLOSS,not correct; not in conformity with fact or truth
77584,2,مأدب,m2ddb,polite,NO_GLOSS,"showing regard for others in manners, speech, behavior, etc."
77596,2,مبدع,mobdi3,creative | originative,NO_GLOSS,having the ability or power to create
77725,2,حالي,7aali,current,NO_GLOSS,occurring in or belonging to the present time
77836,2,صمك,Smk,deaf,NO_GLOSS,lacking or deprive of the sense of hearing wholly or in part
77888,2,سطحي,sT7i,shallow,NO_GLOSS,lacking physical depth; having little spatial extension downward or inward from an outer surface or backward or outward from a center
77982,2,حسّاس,7ssas,delicate | fragile | frail,NO_GLOSS,easily broken or damaged or destroyed
78014,2,ديموقراطي,dimo9raTi,democratic,NO_GLOSS,characterized by or advocating or based upon the principles of democracy or social equality
78074,2,مستقل,mosta9ill,independent,NO_GLOSS,free from external control and constraint
78199,2,ساهل,sa8l,easy,NO_GLOSS,posing no difficulty; requiring little effort
78549,2,معطّل,m3TTl,late,NO_GLOSS,being or occurring at an advanced period of time or after a usual or expected time
78582,2,شرقي,chr9i,eastern,NO_GLOSS,lying toward or situated in the east
78592,2,غربي,ghrbi,western,NO_GLOSS,relating to or characteristic of regions of western parts of the world
78626,2,جاهل,ja8il,ignorant | nescient | unenlightened | unlearned | unlettered,NO_GLOSS,uneducated in general; lacking knowledge or sophistication
79159,2,مامتوقّعش,mamtwe99e3ch,unexpected,NO_GLOSS,not expected or anticipated
